Problema,Clase
"Para pagar un cuaderno de 70 céntimos, Rebeca entrega una moneda de un euro. ¿Cuánto le devuelven?",Cambio
"Juliana pesa 60 kilos, Julián 52 kilos y Lara pesa lo mismo que Julián ¿Cuántos kilos pesan entre los tres?",Combinación
"Jesús y Pablo juntan las canicas que tienen, si Jesús tiene 14
canicas y Pablo tiene 15 canicas. ¿Cuántas canicas tienen entre
los dos?",Combinación
Jesús y su hermana tenían ahorrados 2.000 euros. Se han comprado un equipo de música que ha costado 200 euros. ¿Cuánto dinero les queda?,Combinación
Ramón ha plantado 800 tomates y 263 espinacas. Se le secan 250 tomates. ¿Cuántas tomates le quedan en el huerto?,Combinación
Se organizó una yincana en el colegio en la que participaron 50 alumnos de 2º y 40 de 1º. ¿Cuántos alumnos participaron en total?,Combinación
"Sergio está construyendo un puzle de 100 piezas. Si ya ha juntado 30 piezas,
¿cuántas piezas le quedan por juntar?",Combinación
Si ahora tengo 19 años. ¿Cuántos tendré dentro de 14 años?,Cambio
"Si en el lado izquierdo del parque hay 3 árboles y en el lado
derecho hay 4, ¿cuántos árboles hay en total ?",Combinación
Tengo 15 melocotones y 16 naranjas. ¿Cuántas frutas tengo en total?,Combinación
"Un árbol tiene 300 naranjas. Si se caen 25, ¿cuántas naranjas quedan?",Combinación
Un agricultor recogió 600 kilos de calabazas. Ya ha consumido 200 kilos. ¿Cuántos kilos de calabazas le quedan?,Combinación
"Un comerciante compró un coche por 4000 e. Después de hacer algunas
reparaciones, lo vendió por 4500 e. ¿Cuánto obtuvo de beneficio?",Combinación
"Un depósito contiene 4,000 litros de gasoil, y otro 3,000 litros ¿Cuántos litros hay en los dos depósitos?",Combinación
"Un granjero tiene 150 ovejas, de las cuales 50 son blancas y el resto negras.
¿Cuántas ovejas negras tiene el granjero?",Combinación
Un pescadero tenía 40 rapes y vendió 10. ¿Cuantos le quedaron?,Combinación
Un trozo de queso pesa 315 gramos. ¿Cuánto le falta para pesar tres cuartos de kilo?,Cambio
Un videoclub alquiló 37 películas por la mañana y 10 películas por la tarde. ¿Cuántas películas alquiló ese día?,Combinación
Una bolsa de calabazas pesa 900 gramos. ¿Cuánto le falta para pesar un kilo?,Combinación
"Pablo colecciona cromos de futbol. Tiene 420 de jugadores de temporadas anteriores y 120 de esta temporada. ¿Cuántos cromos tiene en
total?",Combinación
"Un tanque contiene 2500 litros de gasoil, y otro 1600 litros ¿Cuántos litros hay en los tanques?",Combinación
"Julia quiere comprar un refresco de 90 céntimos, unas gominolas de 30
céntimos y una bolsa de chicles de 25 céntimos. ¿Cuánto tiene qué pagar?",Combinación
"Jesús llevó a la clase 10 bolsas de regalo y Sofía 12. Calcula ¿cuántos llevaron en
total?",Combinación
Carmen pesa 65 kilos y Miguel 18 kilos ¿Cuántos kilos pesan entre los dos?,Combinación
"Mi perro se come a la semana 3 kilos de carne y se bebe 10 litros de leche y el
perro de mi amiga se come 2 kilos de carne y 12 litros de leche. ¿Qué cantidad de
leche beben entre los dos?",Combinación
"A un evento fueron 1300 mujeres y 2200
hombres. ¿Cuántas mujeres más deberán acudir para que haya el mismo número que de
hombres?",Combinación
"En el patio de recreo hay niños jugando al beisbol juegan 32 niños y al
fútbol 50 niños. ¿Cuántos niños hay en el patio de recreo?",Combinación
"El autobús que va a Sevilla van 56 pasajeros, y en el autobús que va a Jaén
ven 23 pasajeros. ¿Cuántos pasajeros más deberán subirse en el autobús de Jaén para
igualar al de Sevilla?",Igualación
"Enrique recorre en bicicleta 128 kilómetros y si Manuel recorre 22
kilómetros más, hará la misma distancia que Enrique. ¿Cuántos kilómetros ha recorrido
Manuel hasta ahora?",Igualación
"María ha corrido en una hora 6450 metros. Si hubiese corrido
172metros más, habría corrido la misma cantidad que Álvaro. ¿Cuántos
metros corrió Álvaro?",Igualación
A la clase de 4ºA van 33 alumnos y a la de 4ºB 29 alumnos. ¿Cuantos alumnos más tienen que ir a la clase de 4ºB para que haya los mismos que en 4ºA?,Igualación
"A ver un partido de baloncesto fueron la semana pasada 6235 
espectadores. Si esta semana entran 200 personas más se igualará a la semana pasada. ¿Cuántos espectadores hay esta semana viendo el partido de baloncesto?",Igualación
"Antonio ha recorrido 28 kilometros en bicleta, y su hermano Pablo 16km. ¿Cuántos kilometros más tendra que recorrer Pablo para hacer los mismos kilometros que su hermano?",Igualación
"Antonio tiene 23 euros. Si su hermano Javier gastará 7 euros, tendría los mismos que Antonio. ¿Cuántos euros tiene Javier?",Igualación
"Bruno tiene 384 cromos. Si Javier consiguiese 118 más, tendría igual cantidad que Bruno. ¿Cuántos cromos tiene Javier?",Igualación
En casa de mi abuela hay 10 paquetes de garbanzos y 5 de lentejas. ¿Cuantos necesita comprar mi abuela para tener el mismo número de ambos?,Igualación
"En el campo de futbol hay 14000 asientos para espectadores, si hubiera 2900 asientos menos, habría los mismos que en la cancha de balon- cesto. ¿Cuántos asientos hay en la cancha de baloncesto?",Igualación
"En el concesionario A hay 128 coches. Si en el concesionario B vendieran 119 coches, habría los mismos coches en ambos concesionarios. ¿Cuántos coches hay en el concesionario B?",Igualación
"En el estuche de Paula hay 13 lapices de colores. Si Ruben metiera 4 lapices más en su estuche, tendría los mismo que Paula. ¿Cuántos lápices tiene Rubén en su estuche?",Igualación
"En el parking del centro comercial hay 119 coches aparcados. Si en el parking del supermercado aparcan 57 coches más, habrá los mismos coches aparcados que en el parking del centro comercial. ¿Cuántos coches hay aparcados en el parking del supermercado?",Igualación
"En el patio del colegio hay 148 niños jugando. Si hubiera 155 niños más, habría tantos como en las clases. ¿Cuántos niños hay en las clases?",Igualación
"En la biblioteca del colegio hay 327 libros. Si en la biblioteca del ayuntamiento se perdieran 169 libros, habría la misma cantidad de libros que en la biblioteca del colegio. ¿Cuántos libros hay en la biblioteca del ayuntamiento?",Igualación
En la caja de ceras de Mario hay 17 colores y si María pone 3 colores más en su caja tendrá los mismos que Mario. ¿Cuántos colores hay en la caja de María?.,Igualación
"En la frutería hay 55 manzanas. Si vendieran 34 peras, habría la misma cantidad de peras que de manzanas. ¿Cuántas peras hay en la frutería?",Igualación
En la protectora de animales hay 55 perros y 28 gatos.¿Cuantos perros tienen que adoptar para que haya el mismo número de perros que de gatos?,Igualación
"En los cajones de José hay 22 camisetas. Si metemos 8 camisetas en los cajones de Luisa, tendrá las mismas que José. ¿Cuántas camisetas hay en los cajones de Luisa?",Igualación
"En un camión hay 4522 de manzanas. Si metemos 146 kilos más en un camión cargado de peras, tendrán los dos camiones la misma cantidad. ¿Cuántos kilos tenía el camión cargado de peras?",Igualación
"En un jardín hay 58 rosales. Si plantamos 22 más, habría igual número que de margaritas. ¿Cuántas margaritas hay en el jardín?",Igualación
"En un partido de baloncesto Pablo anota 47 puntos y Miguel 32
puntos. ¿Cuántos puntos más tendrá que encestar Miguel para igualar a Pablo?",Igualación
En un sorteo Pablo saca 9 bolas y Susana 3. ¿Cuántas bolas más tendrá que sacar Susana para tener igual número que Pablo?,Igualación
En una calle hay aparcados 372. Si se van 101 o quedarán tantos como en la plaza. ¿Cuántos coches hay aparcados en la plaza?,Igualación
En una fábrica hay 20 camiones y 15 coches. ¿Cuantos coches más debería haber para que haya el mismo número de camiones?,Igualación
"En una fabrica hay 50 coches, si se venden 30 coches habria tantos como camiones. ¿Cuantos camiones hay?",Igualación
"En una granja hay 252 gallinas. Si se venden 22, habría tantas como patos. ¿Cuántos patos hay en la granja?",Igualación
"En una pastelería hay 500 bombones. Si se venden 250 bombones, quedará igual número que de pasteles. ¿Cuántos pasteles hay en la pastelería?",Igualación
"En una pastelería hay 682 pastelitos de nata y 430
de chocolate. ¿Cuántos pastelitos de nata tendrán que vender para que haya los mismos que
de chocolate?.",Igualación
En una tienda hay 22 boligrafos. Si se venden 10 habría tantos como lápices. ¿Cuantos lápices hay?,Igualación
En una tienda hay 50 boligrafos azules y 30 rojos. ¿Cuantos bolis rojos necesitaria comprar el dueño para tener la misma cantidad?,Igualación
En una tómbola Juan consigue 279 puntos y Laura 126 puntos. Para conseguir una muñeca se necesitan 1.534 puntos. ¿Cuántos puntos más tendrá que conseguir Laura para tener igual número de puntos que Juan?,Igualación
"Francisco recorre en bicicleta 28 kilómetros y Sara 22 kilómetros. ¿Cuántos
kilómetros más tendrá que recorrer Sara para haber recorrido igual número que Francisco?",Igualación
"Hay 88 personas sacando entrada para el cine. Si sacasen entrada 25 personas más, habría tantas como para el teatro. ¿Cuántas personas hay sacando entradas para el teatro?",Igualación
"He ahorrado 430 euros, si gasto 240 tendré los mismos euros que mi hermano Pedro. ¿Cuántos euros tiene mi hermano Pedro?",Igualación
"Jorge tiene 29 canicas. Si Julia gana 13 canicas, tendrá tantas como Jorge. ¿Cuántas canicas
tiene Julia?",Igualación
Julia tiene 10 euros y Ricardo 6. ¿cunatos euros le tienen que dar a Ricardo para que tenga los mismo que Julia?,Igualación
"La biblioteca del colegio tiene 490 libros, si los alumnos de colegio sacan 60 libros habrá tantos como tebeos. ¿Cuántos tebeos hay en la biblioteca?",Igualación
La casa de Aurora tiene 15 ventanas; mi casa tiene 9. ¿Cuántas ventanas más debería haber en mi casa para que tuviera las mismas que la de Aurora?,Igualación
La pastelera ha puesto en el mostrador 60 tartas de chocolates y 45 de fresa. ¿Cuántas tartas de chocholate se tienen que vender para que haya las mismas que de fresa?,Igualación
"Lara ha camidado hoy durante 86 minutos. Si Pedro camina 28 minutos más, caminará el mismo tiempo que Lara.¿Cuántos minutos ha caminado Pedro?",Igualación
Lidia recorre en bicicleta 32 km. y Sonia 27 km. ¿Cuántos km más tendrá que recorrer Sonia para haber recorrido igual número que Lidia? .,Igualación
"Los pantalones de una tienda valen 30 euros, si se rebajan 7 euros costarán lo mismo que las camisas. ¿Cuánto cuestan las camisas?",Igualación
Lucas tiene en su hucha 279 euros y María 125 euros. ¿Cuántos euros más tendrá que ahorrar María para tener los mismos que Lucas?,Igualación
Mama ha sacado 30 euros del banco y papá ha sacado 20. ¿Cuantos euros más tiene que sacar papá para tener el mismo dinero que mamá?,Igualación
Marcos tiene 8 euros. Raquel tiene 5 euros. ¿Cuántos euros le tienen que dar a Raquel para que tenga los mismos que Marcos?,Igualación
"María tiene 6 canicas y Lucas tiene 4. ¿Cuántas canicas debe ganar Lucas
para tener tantas como María?",Igualación
Mario tiene 252 cromos y Nicolás 41. ¿Cuántos cromos tendrá que prestar Mario para tener igual número que Nicolás?,Igualación
"Mario tiene 8 euros. Si le dieran 5 euros más, tendría los mismos que tiene Rafael. ¿Cuántos euros tiene Rafael?”.",Igualación
Matías tiene 35 euros y su hermano pequeño le han dado 17 euros más para que tenga los mismos que Matías. ¿Cuántos euros tenía el hermano de Matías?,Igualación
Mi madre tiene 84 metros de tela roja y 59 metros de tela azul.¿Cuántos metros de tela roja tiene que cortar para tener los mismos que de tela azul?,Igualación
Miguel tiene en su estuche 15 rotuladores y su compañero Carlos tiene 7 rotuladores. ¿Cuántos rotuladores más tendrá que comprar Carlos para tener los mismos que Miguel?,Igualación
"Pablo recorre en bicicleta 23 kilómetros y Manolo 18 kilómetros. ¿Cuántos
kilómetros más deberá recorre Manolo para hacer los mismo que Pablo?",Igualación
"Patricia se encuentra a 236 kilómetros de Madrid. Si Lola recorre 77 kilómetros, estará a la misma distancia de Madrid que Patricia. ¿ A cuántos kilómetros se encuentra Lola de Madrid?",Igualación
"Remedios tiene 29 cromos y Ramón tiene 16cromos. ¿Cuántos cromos
más le faltan a Ramón para tener los mismos que Remedios?",Igualación
"Sabemos que Lucas tiene 17 canicas. Si Lucas perdiera 8 tendría tantas
como María. ¿Cuántas canicas tiene María?",Igualación
"Sara tiene 46 euros y a su hermano le han dado 22 más para que
tenga los mismos que Sara. ¿Cuántos euros tiene el hermano de Sara?",Igualación
Se han apuntado 33 alumnos a las clases extraescolares de fútbol y 16 alumnos a las clases de tenis.¿Cuántos alumnos se tiene que borrar de las clases de fútbol para que haya los mismos que en las clases de tenis?,Igualación
"Si para ver una película hay 535 persona y en la sala de solamente
caben 350. ¿Cuántas personas se quedarán sin poder entrar en al sala?",Igualación
"Tengo ahorrado 430 euros, si ahorrará 32 euros más tendría
para comprarme una bicicleta de montaña. ¿Cuánto vale la bicicleta de montaña?",Igualación
Tere tiene 17 caramelos y su amiga Paula 12.¿Cuántos caramelos tendrá que comer Tere para tener los mismo que Paula?,Igualación
"Un agricultor tiene 6490 kilos de patatas y en su remolque caben
5530 kilos. ¿Cuántos kilos de patata no podrá cargar en el remolque?",Igualación
"Un albañil trabaja 12 horas cada día, si el carpintero trabajara 2 horas más, trabajaría
las mismas horas que el albañil. ¿Cuántas horas trabaja el?",Igualación
Un albañil trabaja doce horas cada día y un carpintero ocho horas. ¿Cuántas horas más tendrá que trabajar el carpintero para trabajar igual número que el albañil?,Igualación
"Un camión transporta 2000 tonelas de tomates, si transportara 1200 tonelada menos, llevaría lo mismo que una camioneta. ¿Cuántos tomates transporta la camioneta?",Igualación
"Un camión transporta 25300 kilos de cemento, si llevara 2530 kilos más estaría lleno. ¿Cuántos kilos de cemento le caben al camión
lleno?.",Igualación
Un camión transporta 6693 kilos de patatas y 683 kilos de cebollas. ¿Cuántos kilos de cebollas más debe transportar para llevar los mismos que de patatas?,Igualación
Un fontanero tiene 522 metros de tubería y necesita 422 para instalarlos en un edificio. ¿Cuántos metros le sobrarán al fontanero?,Igualación
"Un fontanero trabaja 12 horas cada día y un carpintero 8 horas. ¿Cuántas horas más
tendrá que trabajar el carpintero para trabajar igual número que el fontanero?",Igualación
"Un juego de ordenador cuesta 55 euros, si tengo cartera 43
euros. ¿Cuántos euros más necesito para comprar el juego?",Igualación
"Un panadero tiene en el horno 742 panes. Si metiese 45 más, habría tanto pan como en el mostrador. ¿Cuántas panes hay en el mos mostrador?",Igualación
"Un panadero tiene que repartir 430 barras de pan. Si reparte 203, le quedaran tantas barras de pan como a su compañero Luis. ¿Cuán- tas barras de pan tiene su compañero Luis?",Igualación
"Un panadero vende 121 roscas de pan, si vende 19 barras de pan más,
habrá vendido la misma cantidad que de roscas. ¿Cuántas barras de pan tenía?",Igualación
"Una caja de manzanas pesa 52 kilogramos y otra caja de peras pesa 48 kilogramos. ¿Cuántos kilogramos de manzanas debemos sacar para que pesen las
dos cajas iguales? .",Igualación
"Una manada de 293 cebras están bebiendo en el lado derecho de un
rio y en el izquierdo hay 104 cebras. ¿Cuántas cebras deberán cruzar el rio para
que haya la misma cantidad en los dos lados?",Igualación
"Una torre, que mide 8 metros de alta, tiene 456 ladrillos y
otra torre 345 ladrillos. ¿Cuántas ladrillos de la primera torre tendremos que quitar para que sean igual de altas?",Igualación
"El autobús que va a Malaga van 60 pasajeros, y en el autobús que va a Murcia
ven 30 pasajeros. ¿Cuántos pasajeros más deberán subirse en el autobús de Murcia para
igualar al de Malaga?",Igualación
"Javier recorre en moto 128 kilómetros y si Jose recorre 22
kilómetros más, hará la misma distancia que Javier. ¿Cuántos kilómetros ha recorrido
Jose hasta ahora?",Igualación
"Laura ha corrido en una hora 5000 metros. Si hubiese corrido
120 metros más, habría corrido la misma cantidad que Hugo. ¿Cuántos
metros corrió Hugo?",Igualación
A la clase de 4ºA van 20 alumnos y a la de 4ºB 25 alumnos. ¿Cuantos alumnos más tienen que ir a la clase de 4ºB para que haya los mismos que en 4ºA?,Igualación
"A ver un partido de tenis fueron la semana pasada 6800
espectadores. Si esta semana entran 200 personas más se igualará a la semana pasada. ¿Cuántos espectadores hay esta semana viendo el partido de tenis?",Igualación
"Antonio tiene 30 euros. Si su hermano Javier gastará 10 euros, tendría los mismos que Antonio. ¿Cuántos euros tiene Javier?",Igualación
"Bruno tiene 320 sellos. Si Javier consiguiese 140
más, tendría igual cantidad que Bruno. ¿Cuántos sellos tiene Javier?",Igualación
En casa de mi abuela hay 12 paquetes de habichuelas y 5 de lentejas. ¿Cuantos necesita comprar mi abuela para tener el mismo número de ambos?,Igualación
"En el campo de futbol hay 12000 asientos para espectadores, si hubiera 2300 asientos menos, habría los mismos que en la cancha de tenis. ¿Cuántos asientos hay en la cancha de tenis?",Igualación
"En el concesionario A hay 150 coches. Si en el concesionario B vendieran 100 coches, habría los mismos coches en ambos concesionarios. ¿Cuántos coches hay en el concesionario B?",Igualación
"En el estuche de Paula hay 30 subrayadores de colores. Si Ruben metiera 12 subrayadores más en su estuche, tendría los mismo que Paula. ¿Cuántos subrayadores tiene Rubén en su estuche?",Igualación
"En el parking del centro comercial hay 150 coches aparcados. Si en el parking del supermercado aparcan 60 coches más, habrá los mismos coches aparcados que en el parking del centro comercial. ¿Cuántos coches hay aparcados en el parking del supermercado?",Igualación
"En el patio del colegio hay 170 niños jugando. Si hubiera 120 niños más, habría tantos como en las clases. ¿Cuántos niños hay en las clases?",Igualación
"En la biblioteca del colegio hay 340 libros. Si en la biblioteca del ayuntamiento se perdieran 170 libros, habría la misma cantidad de libros que en la biblioteca del colegio. ¿Cuántos libros hay en la biblioteca del ayuntamiento?",Igualación
En la caja de ceras de Joaquin hay 20 colores y si Laura pone 2 colores más en su caja tendrá los mismos que Joaquin. ¿Cuántos colores hay en la caja de Laura?.,Igualación
"En la frutería hay 45 manzanas. Si vendieran 24 peras, habría la misma cantidad de peras que de manzanas. ¿Cuántas peras hay en la frutería?",Igualación
En la protectora de animales hay 60 perros y 30 gatos.¿Cuantos perros tienen que adoptar para que haya el mismo número de perros que de gatos?,Igualación
"En los cajones de José hay 30 camisas. Si metemos 10 camisas en los cajones de Luisa, tendrá las mismas que José. ¿Cuántas camisas hay en los cajones de Luisa?",Igualación
"En un camión hay 4700 de manzanas. Si metemos 130 kilos más en un camión cargado de peras, tendrán los dos camiones la misma cantidad. ¿Cuántos kilos tenía el camión cargado de peras?",Igualación
"En un jardín hay 60 rosales. Si plantamos 30 más, habría igual número que de margaritas. ¿Cuántas margaritas hay en el jardín?",Igualación
"En un partido de tenus Pablo anota 47 puntos y Miguel 32
puntos. ¿Cuántos puntos más tendrá que encestar Miguel para igualar a Pablo?",Igualación
En un sorteo Pablo saca 10 bolas y Susana 2. ¿Cuántas bolas más tendrá que sacar Susana para tener igual número que Pablo?,Igualación
En una calle hay aparcados 330. Si se van 120 o quedarán tantos como en la plaza. ¿Cuántos coches hay aparcados en la plaza?,Igualación
En un garaje hay 40 camiones y 25 coches. ¿Cuantos coches más debería haber para que haya el mismo número de camiones?,Igualación
"En una fabrica hay 60 coches, si se venden 40 coches habria tantos como camiones. ¿Cuantos camiones hay?",Igualación
"En una granja hay 230 gallos. Si se venden 30, habría tantas como patos. ¿Cuántos patos hay en la granja?",Igualación
"En una pastelería hay 200 croissants. Si se venden 50 croissants, quedará igual número que de cañas. ¿Cuántos cañas hay en la pastelería?",Igualación
"En una pastelería hay 620 pastelitos de crema y 400
de turron. ¿Cuántos pastelitos de crema tendrán que vender para que haya los mismos que
de turron?.",Igualación
En una tienda hay 42 rotuladores. Si se venden 12 habría tantos como lápices. ¿Cuantos lápices hay?,Igualación
En una tienda hay 60 rotuladores verdes y 40 negros. ¿Cuantos rotuladores verdes necesitaria comprar el dueño para tener la misma cantidad?,Igualación
En una tómbola Juan consigue 280 puntos y Laura 120 puntos. Para conseguir una muñeca se necesitan 1.534 puntos. ¿Cuántos puntos más tendrá que conseguir Laura para tener igual número de puntos que Juan?,Igualación
"Francisco recorre en moto 38 kilómetros y Sara 32 kilómetros. ¿Cuántos
kilómetros más tendrá que recorrer Sara para haber recorrido igual número que Francisco?",Igualación
"Hay 88 personas sacando entrada para el cine. Si sacasen entrada 35 personas más, habría tantas como para el teatro. ¿Cuántas personas hay sacando entradas para el teatro?",Igualación
"He ahorrado 500 euros, si gasto 210 tendré los mismos euros que mi hermano Pedro. ¿Cuántos euros tiene mi hermano Pedro?",Igualación
"Jorge tiene 39 canicas. Si Julia gana 10 canicas, tendrá tantas como Jorge. ¿Cuántas canicas
tiene Julia?",Igualación
Julia tiene 30 euros y Ricardo 7. ¿cunatos euros le tienen que dar a Ricardo para que tenga los mismo que Julia?,Igualación
"La biblioteca del colegio tiene 380 libros, si los alumnos de colegio sacan 40 libros habrá tantos como comics ¿Cuántos comics hay en la biblioteca?",Igualación
La casa de Aurora tiene 10 puertas; mi casa tiene 2. ¿Cuántas puertas más debería haber en mi casa para que tuviera las mismas que la de Aurora?,Igualación
La pastelera ha puesto en el mostrador 60 tartas de pistacho y 45 de limón. ¿Cuántas tartas de pistacho se tienen que vender para que haya las mismas que de limón?,Igualación
"Lara ha camidado hoy durante 90 minutos. Si Pedro camina 22 minutos más, caminará el mismo tiempo que Lara.¿Cuántos minutos ha caminado Pedro?",Igualación
Lidia recorre en moto 40 km. y Sonia 37 km. ¿Cuántos km más tendrá que recorrer Sonia para haber recorrido igual número que Lidia? .,Igualación
"Las camisetas de una tienda valen 10 euros, si se rebajan 2 euros costarán lo mismo que los pañuelos ¿Cuánto cuestan los pañuelos?",Igualación
Pedro tiene en su hucha 230 euros y Laura 100 euros. ¿Cuántos euros más tendrá que ahorrar Laura para tener los mismos que Pedro?,Igualación
Mama ha sacado 20 euros del banco y papá ha sacado 10. ¿Cuantos euros más tiene que sacar papá para tener el mismo dinero que mamá?,Igualación
Marcos tiene 18 euros. Raquel tiene 15 euros. ¿Cuántos euros le tienen que dar a Raquel para que tenga los mismos que Marcos?,Igualación
"Laura tiene 16 canicas y Lucas tiene 14. ¿Cuántas canicas debe ganar Lucas
para tener tantas como Laura?",Igualación
Joaquin tiene 200 cromos y Nicolás 101. ¿Cuántos cromos tendrá que prestar Joaquin para tener igual número que Nicolás?,Igualación
"Joaquin tiene 18 euros. Si le dieran 5 euros más, tendría los mismos que tiene Rafael. ¿Cuántos euros tiene Rafael?”.",Igualación
Matías tiene 40 euros y su hermano pequeño le han dado 10 euros más para que tenga los mismos que Matías. ¿Cuántos euros tenía el hermano de Matías?,Igualación
Mi madre tiene 90 metros de tela naranja y 20 metros de tela roja.¿Cuántos metros de tela naranja tiene que cortar para tener los mismos que de tela roja?,Igualación
"Pablo recorre en moto 33 kilómetros y Manolo 28 kilómetros. ¿Cuántos
kilómetros más deberá recorre Manolo para hacer los mismo que Pablo?",Igualación
"Patricia se encuentra a 240 kilómetros de Malaga. Si Lola recorre 30 kilómetros, estará a la misma distancia de Malaga que Patricia. ¿ A cuántos kilómetros se encuentra Lola de Malaga?",Igualación
"Remedios tiene 40 cromos y Ramón tiene 22 cromos. ¿Cuántos cromos
más le faltan a Ramón para tener los mismos que Remedios?",Igualación
"Sabemos que Lucas tiene 30 canicas. Si Lucas perdiera 15 tendría tantas
como Laura. ¿Cuántas canicas tiene Laura?",Igualación
"Sara tiene 60 euros y a su hermano le han dado 15 más para que
tenga los mismos que Sara. ¿Cuántos euros tiene el hermano de Sara?",Igualación
Se han apuntado 40 alumnos a las clases extraescolares de fútbol y 10 alumnos a las clases de tenis.¿Cuántos alumnos se tiene que borrar de las clases de fútbol para que haya los mismos que en las clases de tenis?,Igualación
"Si para ver una película hay 600 persona y en la sala de solamente
caben 320. ¿Cuántas personas se quedarán sin poder entrar en al sala?",Igualación
"Tengo ahorrado 4500 euros, si ahorrará 1000 euros más tendría
para comprarme una moto de montaña. ¿Cuánto vale la moto de montaña?",Igualación
Tere tiene 20 chicles y su amiga Paula 10.¿Cuántos chicles tendrá que comer Tere para tener los mismo que Paula?,Igualación
"Un agricultor tiene 7000 kilos de patatas y en su remolque caben
6000 kilos. ¿Cuántos kilos de patata no podrá cargar en el remolque?",Igualación
"Un albañil trabaja 8 horas cada día, si el carpintero trabajara 2 horas más, trabajaría
las mismas horas que el albañil. ¿Cuántas horas trabaja el?",Igualación
Un albañil trabaja 10 horas cada día y un carpintero 6 horas. ¿Cuántas horas más tendrá que trabajar el carpintero para trabajar igual número que el albañil?,Igualación
"Un camión transporta 3000 tonelas de, si transportara 2200 tonelada menos, llevaría lo mismo que una camioneta. ¿Cuántos tomates transporta la camioneta?",Igualación
"Un camión transporta 3000 kilos de cemento, si llevara 250 kilos más estaría lleno. ¿Cuántos kilos de cemento le caben al camión
lleno?.",Igualación
Un camión transporta 6000 kilos de patatas y 600 kilos de cebollas. ¿Cuántos kilos de cebollas más debe transportar para llevar los mismos que de patatas?,Igualación
Un fontanero tiene 530 metros de tubería y necesita 600 para instalarlos en un edificio. ¿Cuántos metros le sobrarán al fontanero?,Igualación
"Un fontanero trabaja 10 horas cada día y un carpintero 6 horas. ¿Cuántas horas más
tendrá que trabajar el carpintero para trabajar igual número que el fontanero?",Igualación
"Un juego de mesa cuesta 60 euros, si tengo cartera 45
euros. ¿Cuántos euros más necesito para comprar el juego?",Igualación
"Un panadero tiene en el horno 760 panes. Si metiese 50 más, habría tanto pan como en el mostrador. ¿Cuántas panes hay en el mos mostrador?",Igualación
"Un panadero tiene que repartir 450 barras de pan. Si reparte 213, le quedaran tantas barras de pan como a su compañero Luis. ¿Cuán- tas barras de pan tiene su compañero Luis?",Igualación
"Un panadero vende 131 roscas de pan, si vende 20 barras de pan más,
habrá vendido la misma cantidad que de roscas. ¿Cuántas barras de pan tenía?",Igualación
"Una caja de manzanas pesa 62 kilogramos y otra caja de peras pesa 58 kilogramos. ¿Cuántos kilogramos de manzanas debemos sacar para que pesen las
dos cajas iguales? .",Igualación
"Una manada de 300 cebras están bebiendo en el lado derecho de un
rio y en el izquierdo hay 130 cebras. ¿Cuántas cebras deberán cruzar el rio para
que haya la misma cantidad en los dos lados?",Igualación
"Una torre, que mide 8 metros de alta, tiene 350 ladrillos y
otra torre 200 ladrillos. ¿Cuántas ladrillos de la primera torre tendremos que quitar para que sean igual de altas?",Igualación